stationId,building,x,y,assetId,assetType,type,size,manufacturer,lastInspection,nextDue,isoCategory,inspectionStickerID,status
ST-3-008,3,3319,3000,3-008-2,extinguisher,Powder,"9,250",256 | 16845,1/14/2025,1/14/2026,2,234117,good
ST-3-009,3,3319,3020,3-009-1,extinguisher,Powder,30 m,257 | 060450,1/14/2025,1/14/2026,2,234118,good
ST-3-009,3,3319,3020,3-009-1,extinguisher,CO2,"17,700",258 | 012821,1/14/2025,1/14/2026,5,234119,good
ST-3-010,3,3326,3056,3-010-1,extinguisher,Powder,"9,400",259 | 059908,1/14/2025,1/14/2026,2,234120,good
ST-3-010,3,3326,3056,3-010-2,extinguisher,Water,"13,400",260 | 002,1/14/2025,1/14/2026,1,234121,good
ST-3-011,3,3559,2873,3-011-2,extinguisher,Powder,"9,400",243 | 061172,1/14/2025,1/14/2026,2,234104,good
ST-3-011,3,3559,2873,3-011-1,extinguisher,CO2,"18,000",245 | 013860,1/14/2025,1/14/2026,5,234106,good
ST-3-012,3,3579,2873,3-012-2,extinguisher,Water,"13,600",242 | 002,1/14/2025,1/14/2026,1,234103,good
ST-3-012,3,3579,2873,3-012-1,extinguisher,CO2,"6,500",244 | 0860,1/14/2025,1/14/2026,5,234105,good
ST-3-013,3,3792,2937,3-013,extinguisher,CO2,"7,100",239 | 18645,1/14/2025,1/14/2026,5,234100,good
ST-3-014,3,3760,3331,3-014-4,extinguisher,Water,"13,300",229 | 002,1/14/2025,1/14/2026,1,234090,good
ST-3-014,3,3760,3331,3-014-3,extinguisher,Water,"13,300",230 | 05763,1/14/2025,1/14/2026,1,234091,good
ST-3-014,3,3760,3331,3-014-2,extinguisher,Powder,"46,900",231 | ??????,1/14/2025,1/14/2026,2,234092,good
ST-3-014,3,3760,3331,3-014-1,extinguisher,,,,,,,No stk,
ST-3-015,3,3887,3337,3-015-1,extinguisher,Powder,"9,350",233 | 059760,1/14/2025,1/14/2026,2,234094,good
ST-3-015,3,3887,3337,3-015-2,extinguisher,Water,"13,200",234 | 00313,1/14/2025,1/14/2026,1,234095,good
ST-3-016,3,3915,3272,3-016-2,extinguisher,Powder,"9,250",235 | 061360,1/14/2025,1/14/2026,2,234096,good
ST-3-016,3,3915,3272,3-016-1,extinguisher,Water,"13,000",238 | 172011,1/14/2025,1/14/2026,1,234099,good
ST-3-016,3,3915,3272,3-M16-1,hose,Water,30 m,,9/30/2024,9/30/2025,,-,good
ST-3-016,3,3915,3272,3-M16-2,hose,Water,30 m,MOBIAK MBK14-SJR-10B 30 M 19mm,1/1/2020,1/1/2100,,-,good
ST-3-017,3,3438,3318,3-017,extinguisher,CO2,"6,800",261 | TORNADO,1/14/2025,1/14/2026,2,234122,good
ST-3-018,3,3574,3354,3-018-2,extinguisher,Water,"13,400",227 | 002,1/14/2025,1/14/2026,1,234088,good
ST-3-018,3,3574,3354,3-018-1,extinguisher,Powder,"9,350",228 | 02517,1/14/2025,1/14/2026,2,234089,good
ST-3-019,3,3321,3849,3-019-1,extinguisher,CO2,"14,600",223 | 013125,1/14/2025,1/13/2026,5,234084,good
ST-3-019,3,3321,3849,3-019-2,extinguisher,Powder,"9,350",224 | 02046,1/14/2025,1/14/2026,2,234085,good
ST-3-020,3,3473,4017,3-020-1,extinguisher,Powder,"9,500",225 | 061442,1/14/2025,1/14/2026,2,234086,good
ST-3-020,3,3473,4017,3-020-2,extinguisher,CO2,"14,550",226 | 013078,1/14/2025,1/14/2026,5,234087,good
ST-3-021,3,3911,3669,3-021-1,extinguisher,Powder,"47,800",220 | MOBIAK,1/13/2025,1/13/2026,2,233991,good
ST-3-021,3,3911,3669,3-021-2,extinguisher,Powder,"9,400",221 | 02821,1/14/2025,1/13/2026,2,234082,good
ST-3-021,3,3911,3669,3-021-3,extinguisher,Water,"13,100",222 | 47272,1/14/2025,1/13/2026,1,234083,good
ST-3-022,3,3900,3907,3-M22-1,hose,Water,30 m,MOBIAK MBK14-SJR-10B 30 M 19mm,1/1/2020,1/1/2100,,,good
ST-3-022,3,3900,3907,3-M22-2,hose,Water,30 m,,,,,,good
ST-3-023,3,3943,3918,3-023-1,extinguisher,CO2,"18,000",210 | 012536,1/13/2025,1/13/2026,5,233981,good
ST-3-023,3,3943,3918,3-023-2,extinguisher,Water,"13,450",211 | 002,1/13/2025,1/13/2026,1,233982,good
ST-3-023,3,3943,3918,3-M23,hose,Water,30 m,,9/30/2024,9/30/2025,,-,good
ST-3-E1,3,3842,2938,E1,extinguisher,Water,68.8,237 | FiWaRec BIOVERSAL QF-R,1/14/2025,1/14/2026,1,234098,good
ST-3-E2,3,3436,2881,E2,extinguisher,Water,"61,900",249 | FiWaRec BIOVERSAL QF-R,1/14/2025,1/14/2026,1,234110,good
ST-3-E3,3,3332,2909,E3,extinguisher,Water,"61,800",250 | FiWaRec BIOVERSAL QF-R,1/14/2025,1/14/2026,1,234111,good
ST-3-E4,3,3578,3063,E4,extinguisher,Water,"61,800",251 | FiWaRec BIOVERSAL QF-R,1/14/2025,1/14/2026,1,234112,good
ST-3-E5,3,3568,3261,E5,extinguisher,CO2,"18,600",253 | 020580,1/14/2025,1/14/2026,5,234114,good
ST-3-E6,3,3561,3238,E6,extinguisher,CO2,"18,200",254 | 021225,1/14/2025,1/14/2026,5,234115,good
ST-3-E7,3,3550,3195,E7,extinguisher,CO2,"14,000",252 | TORNADO,1/14/2025,1/14/2026,5,234113,good
ST-3-M1,3,4347,2942,3-M1,hose,Water,30 m,,9/30/2024,9/30/2025,1,-,good
ST-3-M201,3,3777,2026,3-M201,hose,Water,30 m,,9/30/2023,9/30/2024,,-,good
ST-3-M6,3,3391,2653,3-M6,hose,Water,30 m,MOBIAK MBK14-SJR-10B 30 M 19mm,1/1/2020,1/1/2100,1,,good
ST-3M7,3,3913,2873,3-M7,hose,Water,30 m,MOBIAK MBK14-SJR-10B 30 M 19mm,1/1/2020,1/1/2100,,,
ST-4-001,4,2674,2385,4-001-1,extinguisher,Water,14200,30 | 006635,1/8/2025,1/8/2026,1,233621,good
ST-4-001,4,2674,2385,4-001-3,extinguisher,Powder,9250,31 | 51218,1/8/2025,1/8/2026,2,233622,good
ST-4-001,4,2674,2385,4-001-2,extinguisher,CO2,13900,32 | 69257,1/8/2025,1/8/2026,5,233623,good
ST-4-002,4,2652,2396,4-002-1,extinguisher,Powder,9250,33 | 47283,1/8/2025,1/8/2026,2,233624,good
ST-4-002,4,2652,2396,4-002-2,extinguisher,Water,13600,34 | 006707,1/8/2025,1/8/2026,1,233625,good
ST-4-002,4,2652,2396,4-002-3,extinguisher,CO2,14000,35 | 69722,1/8/2025,1/8/2026,5,233626,good
ST-4-002,4,2652,2396,4-M2,hose,Water,30 m,,1/30/2025,1/30/2026,1,-,good
ST-4-003,4,2647,2832,4-003-1,extinguisher,Water,14000,36 | 006529,1/8/2025,1/8/2026,1,233627,good
ST-4-003,4,2647,2832,4-003-2,extinguisher,Powder,9250,37 | TORNADO,1/8/2025,1/8/2026,2,233628,good
ST-4-003,4,2647,2832,4-003-3,extinguisher,CO2,14000,38 | 69221,1/8/2025,1/8/2026,5,233629,good
ST-4-003,4,2647,2832,4-M3,hose,Water,30 m,,1/30/2025,1/30/2026,1,-,good
ST-4-004,4,2653,3305,4-004-1,extinguisher,Powder,9400,39 | 49204,1/8/2025,1/8/2026,2,233630,good
ST-4-004,4,2653,3305,4-004-2,extinguisher,Water,13400,40 | 006539,1/8/2025,1/8/2026,1,233631,good
ST-4-004,4,2653,3305,4-004-3,extinguisher,CO2,13400,41 | 69698,1/8/2025,1/8/2026,5,233632,good
ST-4-004,4,2653,3305,4-M4,hose,Water,30 m,,1/30/2025,1/30/2026,1,-,good
ST-4-005,4,2194,3080,4-005-3,extinguisher,CO2,14000,56 | 70057,1/9/2025,1/9/2026,5,233765,good
ST-4-005,4,2194,3080,4-005-2,extinguisher,Water,13500,57 | 006742,1/9/2025,1/9/2026,1,233766,good
ST-4-005,4,2194,3080,4-005-1,extinguisher,Powder,9300,58 | 49560,1/9/2025,1/9/2026,2,233767,good
ST-4-005,4,2194,3080,4-M5,hose,Water,30 m,,1/30/2025,1/30/2026,1,-,good
ST-4-006,4,2202,2555,4-006-2,extinguisher,Water,14200,59 | TORNADO,1/9/2025,1/9/2026,1,233768,good
ST-4-006,4,2202,2555,4-006-1,extinguisher,Powder,9300,60 | 50648,1/9/2025,1/9/2026,2,233769,good
ST-4-006,4,2202,2555,4-M6,hose,Water,30 m,,1/30/2025,1/30/2026,1,-,good
ST-4-007,4,2004,2151,4-007-1,extinguisher,Powder,9250,70 | 48448,1/9/2025,1/9/2026,2,233779,good
ST-4-007,4,2004,2151,4-007-2,extinguisher,Water,13000,71 | 006712,1/9/2025,1/9/2026,1,233780,good
ST-4-007,4,2004,2151,4-M7,hose,Water,30 m,,1/30/2025,1/30/2026,1,-,good
ST-4-008,4,2147,2523,4-008-2,extinguisher,Powder,9350,72 | 51908,1/9/2025,1/9/2026,2,233781,good
ST-4-008,4,2147,2523,4-008-1,extinguisher,Water,13400,73 | 043714,1/9/2025,1/9/2026,1,233782,good
ST-4-008,4,2147,2523,4-M8,hose,Water,30 m,,1/30/2025,1/30/2026,1,-,good
